ticker,layer,relation,entity,category,sector,confidence,note,source_name,source_url
DOL.TO,Intrants,Approvisionnement essentiel,"Agriculture, transformation alimentaire, emballage, logistique, froid et distribution",Fournisseurs,Biens essentiels,Indicatif,Couverture TSX60 pour Dollarama Inc.. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
DOL.TO,Secteurs impactés,Biens essentiels,"Alimentation, pharmacie, agriculture, transport réfrigéré et commerce de détail",Secteur,Consommation,Indicatif,Couverture TSX60 pour Dollarama Inc.. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
EMA.TO,Clients servis,Utilisateurs d’infrastructure,"Entreprises, gouvernements, ménages et utilities",Clients,Infrastructure,Indicatif,Clients finaux ou indirects des infrastructures exploitées.,,
EMA.TO,Intrants,Capital et ingénierie,"Financement, construction, exploitation et maintenance",Fournisseurs,Infrastructure,Indicatif,Intrants nécessaires aux actifs de long terme.,,
EMA.TO,Secteurs impactés,Actifs réels,"Électricité, transport, immobilier et données",Secteur,Infrastructure,Indicatif,Exposition à plusieurs infrastructures essentielles.,,
EMA.TO,Secteurs impactés,Transition énergétique,"Énergie renouvelable, réseaux et efficacité",Secteur,Énergie,Indicatif,Contribution potentielle aux infrastructures de transition.,,
ENB.TO,Clients servis,Distribution finale,"Raffineries, utilities, industrie et ménages",Clients,Énergie,Indicatif,L’énergie transportée sert ensuite les consommateurs industriels et finaux.,,
ENB.TO,Clients servis,Transport énergétique,"Producteurs de pétrole, gaz et électricité",Clients,Énergie,Indicatif,Les producteurs utilisent les réseaux pour transporter et commercialiser l’énergie.,,
ENB.TO,Intrants,Construction et ingénierie,"Services d’ingénierie, construction et maintenance",Fournisseurs,Industrie,Indicatif,"Services pour bâtir, maintenir et sécuriser les infrastructures.",,
ENB.TO,Intrants,Équipement énergétique,"Tuyauterie, compresseurs, turbines et capteurs",Fournisseurs,Industrie,Indicatif,Équipements nécessaires aux réseaux d’énergie.,,
ENB.TO,Secteurs impactés,Capex industriel,"Construction, acier, services industriels",Secteur,Industrie,Indicatif,Les grands réseaux stimulent des chaînes de services industriels.,,
ENB.TO,Secteurs impactés,Sécurité énergétique,"Industrie lourde, utilities et chauffage",Secteur,Énergie,Indicatif,Infrastructure qui soutient la disponibilité énergétique.,,
FFH.TO,Clients servis,Capital et protection financière,"Ménages, PME, grandes entreprises, investisseurs et titulaires de polices",Clients,Finance,Indicatif,Couverture TSX60 pour Fairfax Financial Holdings Limited. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
FFH.TO,Intrants,Infrastructure financière,"Paiements, données, cybersécurité, conformité et gestion du risque",Infrastructure,Finance,Indicatif,Couverture TSX60 pour Fairfax Financial Holdings Limited. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
FFH.TO,Secteurs impactés,Allocation du capital,"Immobilier, consommation, marchés financiers, industrie et épargne retraite",Secteur,Économie réelle,Indicatif,Couverture TSX60 pour Fairfax Financial Holdings Limited. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
FM.TO,Clients servis,Transformateurs,"Fonderies, raffineurs, fabricants et négociants",Clients,Matériaux,Indicatif,La production minière alimente plusieurs chaînes industrielles.,,
FM.TO,Intrants,Équipement minier,"Camions miniers, explosifs, énergie et services géologiques",Fournisseurs,Industrie,Indicatif,"Intrants nécessaires à l’exploration, l’extraction et la transformation.",,
FM.TO,Secteurs impactés,Métaux et matériaux,"Construction, énergie, électronique et infrastructure",Secteur,Industrie,Indicatif,Les métaux servent plusieurs secteurs utilisateurs.,,
FNV.TO,Clients servis,"Métaux, matériaux et intrants industriels","Raffineries, aciéries, batteries, agriculture, bijouterie et industriels",Clients,Matériaux,Indicatif,Couverture TSX60 pour Franco-Nevada Corporation. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
FNV.TO,Intrants,Chaîne minière et matériaux,"Exploration, équipement minier, énergie, eau, transport et main-d’œuvre spécialisée",Fournisseurs,Matériaux,Indicatif,Couverture TSX60 pour Franco-Nevada Corporation. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
FNV.TO,Secteurs impactés,Matières premières économiques,"Construction, énergie, technologies propres, agriculture et fabrication",Secteur,Économie réelle,Indicatif,Couverture TSX60 pour Franco-Nevada Corporation. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
FSV.TO,Clients servis,Services immobiliers,"Propriétaires, occupants, investisseurs, copropriétés et entreprises",Clients,Immobilier,Indicatif,Couverture TSX60 pour FirstService Corporation. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
FSV.TO,Intrants,Immobilier et services de propriété,"Capital, courtage, gestion immobilière, maintenance, données et services professionnels",Fournisseurs,Immobilier,Indicatif,Couverture TSX60 pour FirstService Corporation. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
FSV.TO,Secteurs impactés,Actifs physiques,"Logement, bureaux, commerce, infrastructures urbaines et gestion d’actifs",Secteur,Immobilier,Indicatif,Couverture TSX60 pour FirstService Corporation. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
FTS.TO,Clients servis,Utilisateurs d’infrastructure,"Entreprises, gouvernements, ménages et utilities",Clients,Infrastructure,Indicatif,Clients finaux ou indirects des infrastructures exploitées.,,
FTS.TO,Intrants,Capital et ingénierie,"Financement, construction, exploitation et maintenance",Fournisseurs,Infrastructure,Indicatif,Intrants nécessaires aux actifs de long terme.,,
FTS.TO,Secteurs impactés,Actifs réels,"Électricité, transport, immobilier et données",Secteur,Infrastructure,Indicatif,Exposition à plusieurs infrastructures essentielles.,,
FTS.TO,Secteurs impactés,Transition énergétique,"Énergie renouvelable, réseaux et efficacité",Secteur,Énergie,Indicatif,Contribution potentielle aux infrastructures de transition.,,
GIB-A.TO,Clients servis,Solutions numériques,"Entreprises, commerçants, développeurs, institutions et utilisateurs finaux",Clients,Technologie,Indicatif,Couverture TSX60 pour CGI Inc.. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
GIB-A.TO,Intrants,Infrastructure numérique,"Cloud, semi-conducteurs, cybersécurité, données, talents logiciels et plateformes partenaires",Fournisseurs,Technologie,Indicatif,Couverture TSX60 pour CGI Inc.. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
GIB-A.TO,Secteurs impactés,Numérisation,"Commerce, finance, industrie, productivité, paiements, données et automatisation",Secteur,Économie numérique,Indicatif,Couverture TSX60 pour CGI Inc.. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
GIL.TO,Clients servis,Demande discrétionnaire,"Ménages, automobilistes, restaurants, détaillants et consommateurs finaux",Clients,Consommation,Indicatif,Couverture TSX60 pour Gildan Activewear Inc.. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
GIL.TO,Intrants,Approvisionnement commercial,"Marques, immobilier commercial, logistique, publicité, paiement et distribution",Fournisseurs,Consommation,Indicatif,Couverture TSX60 pour Gildan Activewear Inc.. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
GIL.TO,Secteurs impactés,Consommation finale,"Retail, restauration, transport, publicité, logistique et immobilier commercial",Secteur,Consommation,Indicatif,Couverture TSX60 pour Gildan Activewear Inc.. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
H.TO,Clients servis,Services essentiels,"Ménages, entreprises, municipalités et clients industriels",Clients,Services publics,Indicatif,Couverture TSX60 pour Hydro One Limited. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
H.TO,Intrants,Réseaux et actifs régulés,"Production, transport, distribution, maintenance, capitaux et équipements électriques",Fournisseurs,Services publics,Indicatif,Couverture TSX60 pour Hydro One Limited. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
H.TO,Secteurs impactés,Électrification et résilience,"Immobilier, industrie, collectivités, électrification et transition énergétique",Secteur,Économie réelle,Indicatif,Couverture TSX60 pour Hydro One Limited. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
IFC.TO,Clients servis,Capital et protection financière,"Ménages, PME, grandes entreprises, investisseurs et titulaires de polices",Clients,Finance,Indicatif,Couverture TSX60 pour Intact Financial Corporation. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
IFC.TO,Intrants,Infrastructure financière,"Paiements, données, cybersécurité, conformité et gestion du risque",Infrastructure,Finance,Indicatif,Couverture TSX60 pour Intact Financial Corporation. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
IFC.TO,Secteurs impactés,Allocation du capital,"Immobilier, consommation, marchés financiers, industrie et épargne retraite",Secteur,Économie réelle,Indicatif,Couverture TSX60 pour Intact Financial Corporation. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
IMO.TO,Clients servis,Raffinage et distribution,"Raffineries, distributeurs et clients industriels",Clients,Énergie,Indicatif,"La production alimente les carburants, la pétrochimie et les usages industriels.",,
IMO.TO,Intrants,Services pétroliers,"Forage, complétion, maintenance et équipement",Fournisseurs,Énergie,Indicatif,Services nécessaires à la production et à l’entretien des actifs.,,
IMO.TO,Intrants,Transport et infrastructures,"Pipelines, terminaux, rail et stockage",Fournisseurs,Transport,Indicatif,Infrastructure utilisée pour déplacer la production vers les marchés.,,
IMO.TO,Secteurs impactés,Revenus publics,"Redevances, taxes et emploi régional",Secteur,Gouvernement,Indicatif,Les producteurs contribuent aux recettes publiques et aux emplois régionaux.,,
IMO.TO,Secteurs impactés,Énergie finale,"Transport, industrie, chimie et ménages",Secteur,Économie réelle,Indicatif,Les hydrocarbures alimentent plusieurs secteurs d’activité.,,
K.TO,Clients servis,"Métaux, matériaux et intrants industriels","Raffineries, aciéries, batteries, agriculture, bijouterie et industriels",Clients,Matériaux,Indicatif,Couverture TSX60 pour Kinross Gold Corporation. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
K.TO,Intrants,Chaîne minière et matériaux,"Exploration, équipement minier, énergie, eau, transport et main-d’œuvre spécialisée",Fournisseurs,Matériaux,Indicatif,Couverture TSX60 pour Kinross Gold Corporation. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
K.TO,Secteurs impactés,Matières premières économiques,"Construction, énergie, technologies propres, agriculture et fabrication",Secteur,Économie réelle,Indicatif,Couverture TSX60 pour Kinross Gold Corporation. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
KEY.TO,Clients servis,Distribution finale,"Raffineries, utilities, industrie et ménages",Clients,Énergie,Indicatif,L’énergie transportée sert ensuite les consommateurs industriels et finaux.,,
KEY.TO,Clients servis,Transport énergétique,"Producteurs de pétrole, gaz et électricité",Clients,Énergie,Indicatif,Les producteurs utilisent les réseaux pour transporter et commercialiser l’énergie.,,
KEY.TO,Intrants,Construction et ingénierie,"Services d’ingénierie, construction et maintenance",Fournisseurs,Industrie,Indicatif,"Services pour bâtir, maintenir et sécuriser les infrastructures.",,
KEY.TO,Intrants,Équipement énergétique,"Tuyauterie, compresseurs, turbines et capteurs",Fournisseurs,Industrie,Indicatif,Équipements nécessaires aux réseaux d’énergie.,,
KEY.TO,Secteurs impactés,Capex industriel,"Construction, acier, services industriels",Secteur,Industrie,Indicatif,Les grands réseaux stimulent des chaînes de services industriels.,,
KEY.TO,Secteurs impactés,Sécurité énergétique,"Industrie lourde, utilities et chauffage",Secteur,Énergie,Indicatif,Infrastructure qui soutient la disponibilité énergétique.,,
L.TO,Clients servis,Consommation récurrente,"Ménages, épiceries, pharmacies, restaurants et canaux de distribution",Clients,Consommation,Indicatif,Couverture TSX60 pour Loblaw Companies Limited. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
L.TO,Intrants,Approvisionnement essentiel,"Agriculture, transformation alimentaire, emballage, logistique, froid et distribution",Fournisseurs,Biens essentiels,Indicatif,Couverture TSX60 pour Loblaw Companies Limited. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
L.TO,Secteurs impactés,Biens essentiels,"Alimentation, pharmacie, agriculture, transport réfrigéré et commerce de détail",Secteur,Consommation,Indicatif,Couverture TSX60 pour Loblaw Companies Limited. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
LUN.TO,Clients servis,Transformateurs,"Fonderies, raffineurs, fabricants et négociants",Clients,Matériaux,Indicatif,La production minière alimente plusieurs chaînes industrielles.,,
LUN.TO,Intrants,Équipement minier,"Camions miniers, explosifs, énergie et services géologiques",Fournisseurs,Industrie,Indicatif,"Intrants nécessaires à l’exploration, l’extraction et la transformation.",,
LUN.TO,Secteurs impactés,Métaux et matériaux,"Construction, énergie, électronique et infrastructure",Secteur,Industrie,Indicatif,Les métaux servent plusieurs secteurs utilisateurs.,,
MDA.TO,Clients servis,Contrat satellite majeur,Telesat Lightspeed — 198 satellites LEO,Client / programme,Communications satellitaires,Documenté,"MDA a été choisi comme maître d’œuvre satellite pour la constellation Lightspeed, avec une commande initiale de 198 satellites.",MDA — contrat Telesat Lightspeed,https://mda.space/article/mda-selected-as-prime-satellite-contractor-for-telesat
MDA.TO,Clients servis,Mission partenaire,Industrie mondiale de la défense et de l’espace,Marché final,Défense / espace,Documenté,MDA se présente comme partenaire de mission de l’industrie mondiale de la défense et de l’espace.,MDA Space — site officiel,https://mda.space/
MDA.TO,Clients servis,Robotique spatiale,Agence spatiale canadienne — Canadarm3 / Gateway,Client gouvernemental,Exploration spatiale,Documenté,MDA a annoncé un contrat de 1 G$ CA de l’Agence spatiale canadienne pour les phases suivantes de Canadarm3.,MDA IR — contrat Canadarm3 2024,https://mda-en.investorroom.com/2024-06-27-MDA-SPACE-AWARDED-1B-CONTRACT-TO-DESIGN-AND-DELIVER-CANADARM3-FLIGHT-SYSTEM
MDA.TO,Intrants,Chaîne d’approvisionnement satellites,Réseau de fournisseurs du programme Telesat Lightspeed,Fournisseurs,Aérospatiale / satellites,Documenté,Telesat a indiqué que MDA avait sélectionné et intégré plus de 90 % des fournisseurs du programme Lightspeed.,Telesat — financement Lightspeed 2024,https://www.telesat.com/press/press-releases/telesat-completes-2-54-billion-funding-agreements-for-telesat-lightspeed-satellite-constellation-with-strong-government-backing/
MDA.TO,Intrants,Technologie satellite,"MDA AURORA, plateforme numérique de satellites",Plateforme interne,Systèmes satellitaires,Documenté,MDA AURORA est présentée comme la ligne de produits numérique alimentant les satellites Lightspeed.,Telesat / MDA — Lightspeed milestone,https://www.telesat.com/press/press-releases/telesat-and-mda-space-complete-key-milestone-for-telesat-lightspeed-constellation/
MDA.TO,Secteurs impactés,Connectivité orbitale,"Broadband spatial, connectivité entreprise, direct-to-device et IoT",Secteur servi,Télécommunications,Documenté,"Les solutions de communications par satellites de MDA comprennent broadband spatial, direct-to-device et IoT.",Yahoo Finance — profil MDA,https://ca.finance.yahoo.com/quote/MDA.TO/
MDA.TO,Secteurs impactés,Exploration et infrastructure spatiale,"Gateway, opérations lunaires, maintenance et assemblage robotisés",Secteur servi,Exploration spatiale,Documenté,"Canadarm3 est conçu pour le Gateway lunaire et des tâches autonomes de maintenance, assemblage et soutien aux astronautes.",MDA — Canadarm3,https://mda.space/canadarm3
MDA.TO,Secteurs impactés,Observation de la Terre et données,"Geointelligence, Earth and space observation",Segment,Données spatiales,Documenté,"MDA décrit ses activités comme couvrant satellites, observation de la Terre et de l’espace, exploration et infrastructure spatiale.",MDA Space — site officiel,https://mda.space/
MDA.TO,Secteurs impactés,Segments opérationnels,"Geointelligence, Robotics & Space Operations, Satellite Systems",Segments MDA,Aérospatiale,Documenté,"Les résultats 2024 de MDA présentent les trois secteurs d’activité : Geointelligence, Robotics & Space Operations et Satellite Systems.",MDA IR — résultats 2024,https://mda-en.investorroom.com/2025-03-07-MDA-SPACE-REPORTS-FOURTH-QUARTER-AND-FISCAL-2024-RESULTS
MFC.TO,Clients servis,Capital et protection financière,"Ménages, PME, grandes entreprises, investisseurs et titulaires de polices",Clients,Finance,Indicatif,Couverture TSX60 pour Manulife Financial Corporation. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
MFC.TO,Intrants,Infrastructure financière,"Paiements, données, cybersécurité, conformité et gestion du risque",Infrastructure,Finance,Indicatif,Couverture TSX60 pour Manulife Financial Corporation. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
MFC.TO,Secteurs impactés,Allocation du capital,"Immobilier, consommation, marchés financiers, industrie et épargne retraite",Secteur,Économie réelle,Indicatif,Couverture TSX60 pour Manulife Financial Corporation. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
MG.TO,Clients servis,Demande discrétionnaire,"Ménages, automobilistes, restaurants, détaillants et consommateurs finaux",Clients,Consommation,Indicatif,Couverture TSX60 pour Magna International Inc.. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
MG.TO,Intrants,Approvisionnement commercial,"Marques, immobilier commercial, logistique, publicité, paiement et distribution",Fournisseurs,Consommation,Indicatif,Couverture TSX60 pour Magna International Inc.. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
MG.TO,Secteurs impactés,Consommation finale,"Retail, restauration, transport, publicité, logistique et immobilier commercial",Secteur,Consommation,Indicatif,Couverture TSX60 pour Magna International Inc.. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
MRU.TO,Clients servis,Consommation récurrente,"Ménages, épiceries, pharmacies, restaurants et canaux de distribution",Clients,Consommation,Indicatif,Couverture TSX60 pour Metro Inc.. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
MRU.TO,Intrants,Approvisionnement essentiel,"Agriculture, transformation alimentaire, emballage, logistique, froid et distribution",Fournisseurs,Biens essentiels,Indicatif,Couverture TSX60 pour Metro Inc.. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
MRU.TO,Secteurs impactés,Biens essentiels,"Alimentation, pharmacie, agriculture, transport réfrigéré et commerce de détail",Secteur,Consommation,Indicatif,Couverture TSX60 pour Metro Inc.. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
NA.TO,Clients servis,Marchés financiers,Investisseurs institutionnels et gestion de patrimoine,Clients,Finance,Indicatif,"Courtages, placements, gestion d’actifs et services de marchés.",,
NA.TO,Clients servis,Services aux entreprises,PME et grandes entreprises,Clients,Industrie,Indicatif,"Crédit, trésorerie, change, marchés financiers et services transactionnels.",,
NA.TO,Clients servis,Services aux ménages,Clients particuliers,Clients,Consommation,Indicatif,"Comptes, cartes, hypothèques, prêts, épargne et placements.",,
NA.TO,Intrants,Données et conformité,"Agences de crédit, conformité et gestion du risque",Fournisseurs,Services professionnels,Indicatif,Intrants utilisés pour l’octroi de crédit et la gestion des risques.,,
NA.TO,Intrants,Infrastructure financière,Réseaux de paiement et compensation,Infrastructure,Finance,Indicatif,"Services et réseaux qui rendent possible les paiements, virements et règlements.",,
