ticker,layer,relation,entity,category,sector,confidence,note,source_name,source_url
NA.TO,Intrants,Technologie bancaire,"Cloud, cybersécurité et logiciels bancaires",Fournisseurs,Technologie,Indicatif,Base technologique nécessaire aux services numériques et à la conformité.,,
NA.TO,Secteurs impactés,Consommation,Ménages et commerce de détail,Secteur,Consommation,Indicatif,"Cartes, prêts, épargne et solutions de paiement soutiennent la consommation.",,
NA.TO,Secteurs impactés,Crédit aux entreprises,"Énergie, mines, industrie et technologies",Secteur,Marché canadien,Indicatif,Les banques financent plusieurs secteurs majeurs de l’économie canadienne.,,
NA.TO,Secteurs impactés,Financement,Immobilier résidentiel et commercial,Secteur,Immobilier,Indicatif,"Exposition par prêts hypothécaires, financement de projets et crédit immobilier.",,
NTR.TO,Clients servis,Agriculture,"Fermes, coopératives agricoles et distributeurs",Clients,Agriculture,Indicatif,Engrais utilisés pour les rendements agricoles.,,
NTR.TO,Intrants,Extraction et énergie,"Mines, gaz naturel, rail et terminaux portuaires",Fournisseurs,Ressources,Indicatif,Intrants liés à la production et distribution d’engrais.,,
NTR.TO,Secteurs impactés,Chaîne alimentaire,"Production alimentaire, exportations agricoles",Secteur,Agroalimentaire,Indicatif,Contribution indirecte à la production alimentaire.,,
OTEX.TO,Clients servis,Solutions numériques,"Entreprises, commerçants, développeurs, institutions et utilisateurs finaux",Clients,Technologie,Indicatif,Couverture TSX60 pour Open Text Corporation. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
OTEX.TO,Intrants,Infrastructure numérique,"Cloud, semi-conducteurs, cybersécurité, données, talents logiciels et plateformes partenaires",Fournisseurs,Technologie,Indicatif,Couverture TSX60 pour Open Text Corporation. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
OTEX.TO,Secteurs impactés,Numérisation,"Commerce, finance, industrie, productivité, paiements, données et automatisation",Secteur,Économie numérique,Indicatif,Couverture TSX60 pour Open Text Corporation. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
POW.TO,Clients servis,Capital et protection financière,"Ménages, PME, grandes entreprises, investisseurs et titulaires de polices",Clients,Finance,Indicatif,Couverture TSX60 pour Power Corporation of Canada. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
POW.TO,Intrants,Infrastructure financière,"Paiements, données, cybersécurité, conformité et gestion du risque",Infrastructure,Finance,Indicatif,Couverture TSX60 pour Power Corporation of Canada. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
POW.TO,Secteurs impactés,Allocation du capital,"Immobilier, consommation, marchés financiers, industrie et épargne retraite",Secteur,Économie réelle,Indicatif,Couverture TSX60 pour Power Corporation of Canada. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
PPL.TO,Clients servis,Distribution finale,"Raffineries, utilities, industrie et ménages",Clients,Énergie,Indicatif,L’énergie transportée sert ensuite les consommateurs industriels et finaux.,,
PPL.TO,Clients servis,Transport énergétique,"Producteurs de pétrole, gaz et électricité",Clients,Énergie,Indicatif,Les producteurs utilisent les réseaux pour transporter et commercialiser l’énergie.,,
PPL.TO,Intrants,Construction et ingénierie,"Services d’ingénierie, construction et maintenance",Fournisseurs,Industrie,Indicatif,"Services pour bâtir, maintenir et sécuriser les infrastructures.",,
PPL.TO,Intrants,Équipement énergétique,"Tuyauterie, compresseurs, turbines et capteurs",Fournisseurs,Industrie,Indicatif,Équipements nécessaires aux réseaux d’énergie.,,
PPL.TO,Secteurs impactés,Capex industriel,"Construction, acier, services industriels",Secteur,Industrie,Indicatif,Les grands réseaux stimulent des chaînes de services industriels.,,
PPL.TO,Secteurs impactés,Sécurité énergétique,"Industrie lourde, utilities et chauffage",Secteur,Énergie,Indicatif,Infrastructure qui soutient la disponibilité énergétique.,,
QBR-B.TO,Clients servis,Connectivité,"Ménages, entreprises, gouvernement et médias",Clients,Services de communication,Indicatif,"Clients qui utilisent réseau mobile, internet, téléphonie et services numériques.",,
QBR-B.TO,Intrants,Réseau et spectre,"Tours, fibre, équipement réseau et licences de spectre",Fournisseurs,Télécommunications,Indicatif,Actifs essentiels pour connecter les clients.,,
QBR-B.TO,Intrants,Technologie,"Cloud, cybersécurité, logiciels et centres de données",Fournisseurs,Technologie,Indicatif,Technologies nécessaires aux services numériques et de connectivité.,,
QBR-B.TO,Secteurs impactés,Économie numérique,"Commerce, médias, travail hybride et services publics",Secteur,Technologie,Indicatif,La connectivité soutient de nombreux secteurs d’activité.,,
QSR.TO,Clients servis,Demande discrétionnaire,"Ménages, automobilistes, restaurants, détaillants et consommateurs finaux",Clients,Consommation,Indicatif,Couverture TSX60 pour Restaurant Brands International Inc.. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
QSR.TO,Intrants,Approvisionnement commercial,"Marques, immobilier commercial, logistique, publicité, paiement et distribution",Fournisseurs,Consommation,Indicatif,Couverture TSX60 pour Restaurant Brands International Inc.. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
QSR.TO,Secteurs impactés,Consommation finale,"Retail, restauration, transport, publicité, logistique et immobilier commercial",Secteur,Consommation,Indicatif,Couverture TSX60 pour Restaurant Brands International Inc.. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
RCI-B.TO,Clients servis,Connectivité,"Ménages, entreprises, gouvernement et médias",Clients,Services de communication,Indicatif,"Clients qui utilisent réseau mobile, internet, téléphonie et services numériques.",,
RCI-B.TO,Intrants,Réseau et spectre,"Tours, fibre, équipement réseau et licences de spectre",Fournisseurs,Télécommunications,Indicatif,Actifs essentiels pour connecter les clients.,,
RCI-B.TO,Intrants,Technologie,"Cloud, cybersécurité, logiciels et centres de données",Fournisseurs,Technologie,Indicatif,Technologies nécessaires aux services numériques et de connectivité.,,
RCI-B.TO,Secteurs impactés,Économie numérique,"Commerce, médias, travail hybride et services publics",Secteur,Technologie,Indicatif,La connectivité soutient de nombreux secteurs d’activité.,,
RY.TO,Clients servis,Marchés financiers,Investisseurs institutionnels et gestion de patrimoine,Clients,Finance,Indicatif,"Courtages, placements, gestion d’actifs et services de marchés.",,
RY.TO,Clients servis,Services aux entreprises,PME et grandes entreprises,Clients,Industrie,Indicatif,"Crédit, trésorerie, change, marchés financiers et services transactionnels.",,
RY.TO,Clients servis,Services aux ménages,Clients particuliers,Clients,Consommation,Indicatif,"Comptes, cartes, hypothèques, prêts, épargne et placements.",,
RY.TO,Intrants,Données et conformité,"Agences de crédit, conformité et gestion du risque",Fournisseurs,Services professionnels,Indicatif,Intrants utilisés pour l’octroi de crédit et la gestion des risques.,,
RY.TO,Intrants,Infrastructure financière,Réseaux de paiement et compensation,Infrastructure,Finance,Indicatif,"Services et réseaux qui rendent possible les paiements, virements et règlements.",,
RY.TO,Intrants,Technologie bancaire,"Cloud, cybersécurité et logiciels bancaires",Fournisseurs,Technologie,Indicatif,Base technologique nécessaire aux services numériques et à la conformité.,,
RY.TO,Secteurs impactés,Consommation,Ménages et commerce de détail,Secteur,Consommation,Indicatif,"Cartes, prêts, épargne et solutions de paiement soutiennent la consommation.",,
RY.TO,Secteurs impactés,Crédit aux entreprises,"Énergie, mines, industrie et technologies",Secteur,Marché canadien,Indicatif,Les banques financent plusieurs secteurs majeurs de l’économie canadienne.,,
RY.TO,Secteurs impactés,Financement,Immobilier résidentiel et commercial,Secteur,Immobilier,Indicatif,"Exposition par prêts hypothécaires, financement de projets et crédit immobilier.",,
SAP.TO,Clients servis,Consommation récurrente,"Ménages, épiceries, pharmacies, restaurants et canaux de distribution",Clients,Consommation,Indicatif,Couverture TSX60 pour Saputo Inc.. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
SAP.TO,Intrants,Approvisionnement essentiel,"Agriculture, transformation alimentaire, emballage, logistique, froid et distribution",Fournisseurs,Biens essentiels,Indicatif,Couverture TSX60 pour Saputo Inc.. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
SAP.TO,Secteurs impactés,Biens essentiels,"Alimentation, pharmacie, agriculture, transport réfrigéré et commerce de détail",Secteur,Consommation,Indicatif,Couverture TSX60 pour Saputo Inc.. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
SHOP.TO,Clients servis,Commerce numérique,"Commerçants, PME et marques direct-to-consumer",Clients,Commerce de détail,Indicatif,Base économique des revenus de plateforme et d’abonnements.,,
SHOP.TO,Clients servis,Vente omnicanale,"Retail, créateurs et e-commerce",Clients,Consommation,Indicatif,Utilisateurs qui vendent sur plusieurs canaux numériques et physiques.,,
SHOP.TO,Intrants,Infrastructure numérique,"Cloud, cybersécurité et données",Fournisseurs,Technologie,Indicatif,Infrastructure nécessaire aux plateformes de commerce numérique.,,
SHOP.TO,Intrants,Paiements,Passerelles de paiement et services financiers,Fournisseurs,Finance,Indicatif,Éléments nécessaires aux transactions en ligne et aux services marchands.,,
SHOP.TO,Intrants,Écosystème applicatif,"Développeurs, agences et applications partenaires",Partenaires,Technologie,Indicatif,Écosystème d’outils qui enrichit la plateforme marchande.,,
SHOP.TO,Secteurs impactés,Numérisation,Commerce de détail et entrepreneuriat,Secteur,Commerce de détail,Indicatif,Contribution à la numérisation des vendeurs et petites entreprises.,,
SHOP.TO,Secteurs impactés,Transactions,"Paiements, marketing et logistique",Secteur,Services numériques,Indicatif,"Activité connectée aux paiements, au marketing et à l’exécution des commandes.",,
SLF.TO,Clients servis,Capital et protection financière,"Ménages, PME, grandes entreprises, investisseurs et titulaires de polices",Clients,Finance,Indicatif,Couverture TSX60 pour Sun Life Financial Inc.. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
SLF.TO,Intrants,Infrastructure financière,"Paiements, données, cybersécurité, conformité et gestion du risque",Infrastructure,Finance,Indicatif,Couverture TSX60 pour Sun Life Financial Inc.. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
SLF.TO,Secteurs impactés,Allocation du capital,"Immobilier, consommation, marchés financiers, industrie et épargne retraite",Secteur,Économie réelle,Indicatif,Couverture TSX60 pour Sun Life Financial Inc.. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
SU.TO,Clients servis,Raffinage et distribution,"Raffineries, distributeurs et clients industriels",Clients,Énergie,Indicatif,"La production alimente les carburants, la pétrochimie et les usages industriels.",,
SU.TO,Intrants,Services pétroliers,"Forage, complétion, maintenance et équipement",Fournisseurs,Énergie,Indicatif,Services nécessaires à la production et à l’entretien des actifs.,,
SU.TO,Intrants,Transport et infrastructures,"Pipelines, terminaux, rail et stockage",Fournisseurs,Transport,Indicatif,Infrastructure utilisée pour déplacer la production vers les marchés.,,
SU.TO,Secteurs impactés,Revenus publics,"Redevances, taxes et emploi régional",Secteur,Gouvernement,Indicatif,Les producteurs contribuent aux recettes publiques et aux emplois régionaux.,,
SU.TO,Secteurs impactés,Énergie finale,"Transport, industrie, chimie et ménages",Secteur,Économie réelle,Indicatif,Les hydrocarbures alimentent plusieurs secteurs d’activité.,,
T.TO,Clients servis,Connectivité,"Ménages, entreprises, gouvernement et médias",Clients,Services de communication,Indicatif,"Clients qui utilisent réseau mobile, internet, téléphonie et services numériques.",,
T.TO,Intrants,Réseau et spectre,"Tours, fibre, équipement réseau et licences de spectre",Fournisseurs,Télécommunications,Indicatif,Actifs essentiels pour connecter les clients.,,
T.TO,Intrants,Technologie,"Cloud, cybersécurité, logiciels et centres de données",Fournisseurs,Technologie,Indicatif,Technologies nécessaires aux services numériques et de connectivité.,,
T.TO,Secteurs impactés,Économie numérique,"Commerce, médias, travail hybride et services publics",Secteur,Technologie,Indicatif,La connectivité soutient de nombreux secteurs d’activité.,,
TD.TO,Clients servis,Marchés financiers,Investisseurs institutionnels et gestion de patrimoine,Clients,Finance,Indicatif,"Courtages, placements, gestion d’actifs et services de marchés.",,
TD.TO,Clients servis,Services aux entreprises,PME et grandes entreprises,Clients,Industrie,Indicatif,"Crédit, trésorerie, change, marchés financiers et services transactionnels.",,
TD.TO,Clients servis,Services aux ménages,Clients particuliers,Clients,Consommation,Indicatif,"Comptes, cartes, hypothèques, prêts, épargne et placements.",,
TD.TO,Intrants,Données et conformité,"Agences de crédit, conformité et gestion du risque",Fournisseurs,Services professionnels,Indicatif,Intrants utilisés pour l’octroi de crédit et la gestion des risques.,,
TD.TO,Intrants,Infrastructure financière,Réseaux de paiement et compensation,Infrastructure,Finance,Indicatif,"Services et réseaux qui rendent possible les paiements, virements et règlements.",,
TD.TO,Intrants,Technologie bancaire,"Cloud, cybersécurité et logiciels bancaires",Fournisseurs,Technologie,Indicatif,Base technologique nécessaire aux services numériques et à la conformité.,,
TD.TO,Secteurs impactés,Consommation,Ménages et commerce de détail,Secteur,Consommation,Indicatif,"Cartes, prêts, épargne et solutions de paiement soutiennent la consommation.",,
TD.TO,Secteurs impactés,Crédit aux entreprises,"Énergie, mines, industrie et technologies",Secteur,Marché canadien,Indicatif,Les banques financent plusieurs secteurs majeurs de l’économie canadienne.,,
TD.TO,Secteurs impactés,Financement,Immobilier résidentiel et commercial,Secteur,Immobilier,Indicatif,"Exposition par prêts hypothécaires, financement de projets et crédit immobilier.",,
TECK-B.TO,Clients servis,Transformateurs,"Fonderies, raffineurs, fabricants et négociants",Clients,Matériaux,Indicatif,La production minière alimente plusieurs chaînes industrielles.,,
TECK-B.TO,Intrants,Équipement minier,"Camions miniers, explosifs, énergie et services géologiques",Fournisseurs,Industrie,Indicatif,"Intrants nécessaires à l’exploration, l’extraction et la transformation.",,
TECK-B.TO,Secteurs impactés,Métaux et matériaux,"Construction, énergie, électronique et infrastructure",Secteur,Industrie,Indicatif,Les métaux servent plusieurs secteurs utilisateurs.,,
TOU.TO,Clients servis,Raffinage et distribution,"Raffineries, distributeurs et clients industriels",Clients,Énergie,Indicatif,"La production alimente les carburants, la pétrochimie et les usages industriels.",,
TOU.TO,Intrants,Services pétroliers,"Forage, complétion, maintenance et équipement",Fournisseurs,Énergie,Indicatif,Services nécessaires à la production et à l’entretien des actifs.,,
TOU.TO,Intrants,Transport et infrastructures,"Pipelines, terminaux, rail et stockage",Fournisseurs,Transport,Indicatif,Infrastructure utilisée pour déplacer la production vers les marchés.,,
TOU.TO,Secteurs impactés,Revenus publics,"Redevances, taxes et emploi régional",Secteur,Gouvernement,Indicatif,Les producteurs contribuent aux recettes publiques et aux emplois régionaux.,,
TOU.TO,Secteurs impactés,Énergie finale,"Transport, industrie, chimie et ménages",Secteur,Économie réelle,Indicatif,Les hydrocarbures alimentent plusieurs secteurs d’activité.,,
TRI.TO,Clients servis,Services industriels et infrastructures,"Entreprises, gouvernements, clients d’infrastructure, logistique et construction",Clients,Industrie,Indicatif,Couverture TSX60 pour Thomson Reuters Corporation. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
TRI.TO,Intrants,Chaîne industrielle,"Équipement, énergie, acier, pièces, ingénierie, transport et main-d’œuvre spécialisée",Fournisseurs,Industrie,Indicatif,Couverture TSX60 pour Thomson Reuters Corporation. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
TRI.TO,Secteurs impactés,Capacité économique,"Transport, construction, commerce, infrastructures publiques et exportations",Secteur,Économie réelle,Indicatif,Couverture TSX60 pour Thomson Reuters Corporation. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
TRP.TO,Clients servis,Distribution finale,"Raffineries, utilities, industrie et ménages",Clients,Énergie,Indicatif,L’énergie transportée sert ensuite les consommateurs industriels et finaux.,,
TRP.TO,Clients servis,Transport énergétique,"Producteurs de pétrole, gaz et électricité",Clients,Énergie,Indicatif,Les producteurs utilisent les réseaux pour transporter et commercialiser l’énergie.,,
TRP.TO,Intrants,Construction et ingénierie,"Services d’ingénierie, construction et maintenance",Fournisseurs,Industrie,Indicatif,"Services pour bâtir, maintenir et sécuriser les infrastructures.",,
TRP.TO,Intrants,Équipement énergétique,"Tuyauterie, compresseurs, turbines et capteurs",Fournisseurs,Industrie,Indicatif,Équipements nécessaires aux réseaux d’énergie.,,
TRP.TO,Secteurs impactés,Capex industriel,"Construction, acier, services industriels",Secteur,Industrie,Indicatif,Les grands réseaux stimulent des chaînes de services industriels.,,
TRP.TO,Secteurs impactés,Sécurité énergétique,"Industrie lourde, utilities et chauffage",Secteur,Énergie,Indicatif,Infrastructure qui soutient la disponibilité énergétique.,,
WCN.TO,Clients servis,Municipalités et entreprises,"Villes, commerces, construction et industrie",Clients,Services essentiels,Indicatif,"Clients servis par contrats de collecte, recyclage et traitement.",,
WCN.TO,Intrants,Flotte et équipement,"Camions, conteneurs, centres de tri et sites d’enfouissement",Fournisseurs,Industrie,Indicatif,Actifs physiques nécessaires à la collecte et au traitement des déchets.,,
WCN.TO,Secteurs impactés,Hygiène urbaine,"Immobilier, construction, retail et municipalités",Secteur,Services environnementaux,Indicatif,Service essentiel au fonctionnement urbain et commercial.,,
WCP.TO,Clients servis,Raffinage et distribution,"Raffineries, distributeurs et clients industriels",Clients,Énergie,Indicatif,"La production alimente les carburants, la pétrochimie et les usages industriels.",,
WCP.TO,Intrants,Services pétroliers,"Forage, complétion, maintenance et équipement",Fournisseurs,Énergie,Indicatif,Services nécessaires à la production et à l’entretien des actifs.,,
WCP.TO,Intrants,Transport et infrastructures,"Pipelines, terminaux, rail et stockage",Fournisseurs,Transport,Indicatif,Infrastructure utilisée pour déplacer la production vers les marchés.,,
WCP.TO,Secteurs impactés,Revenus publics,"Redevances, taxes et emploi régional",Secteur,Gouvernement,Indicatif,Les producteurs contribuent aux recettes publiques et aux emplois régionaux.,,
WCP.TO,Secteurs impactés,Énergie finale,"Transport, industrie, chimie et ménages",Secteur,Économie réelle,Indicatif,Les hydrocarbures alimentent plusieurs secteurs d’activité.,,
WN.TO,Clients servis,Consommation récurrente,"Ménages, épiceries, pharmacies, restaurants et canaux de distribution",Clients,Consommation,Indicatif,Couverture TSX60 pour George Weston Limited. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
WN.TO,Intrants,Approvisionnement essentiel,"Agriculture, transformation alimentaire, emballage, logistique, froid et distribution",Fournisseurs,Biens essentiels,Indicatif,Couverture TSX60 pour George Weston Limited. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
WN.TO,Secteurs impactés,Biens essentiels,"Alimentation, pharmacie, agriculture, transport réfrigéré et commerce de détail",Secteur,Consommation,Indicatif,Couverture TSX60 pour George Weston Limited. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
WPM.TO,Clients servis,"Métaux, matériaux et intrants industriels","Raffineries, aciéries, batteries, agriculture, bijouterie et industriels",Clients,Matériaux,Indicatif,Couverture TSX60 pour Wheaton Precious Metals Corp.. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
WPM.TO,Intrants,Chaîne minière et matériaux,"Exploration, équipement minier, énergie, eau, transport et main-d’œuvre spécialisée",Fournisseurs,Matériaux,Indicatif,Couverture TSX60 pour Wheaton Precious Metals Corp.. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
WPM.TO,Secteurs impactés,Matières premières économiques,"Construction, énergie, technologies propres, agriculture et fabrication",Secteur,Économie réelle,Indicatif,Couverture TSX60 pour Wheaton Precious Metals Corp.. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
WSP.TO,Clients servis,Services industriels et infrastructures,"Entreprises, gouvernements, clients d’infrastructure, logistique et construction",Clients,Industrie,Indicatif,Couverture TSX60 pour WSP Global Inc.. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
WSP.TO,Intrants,Chaîne industrielle,"Équipement, énergie, acier, pièces, ingénierie, transport et main-d’œuvre spécialisée",Fournisseurs,Industrie,Indicatif,Couverture TSX60 pour WSP Global Inc.. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
WSP.TO,Secteurs impactés,Capacité économique,"Transport, construction, commerce, infrastructures publiques et exportations",Secteur,Économie réelle,Indicatif,Couverture TSX60 pour WSP Global Inc.. Lecture économique sectorielle; relation contractuelle non déduite sans source spécifique.,S&P/TSX 60 constituents — sector coverage seed,https://en.wikipedia.org/wiki/S%26P/TSX_60
